"Index","EURUSD.Open","EURUSD.High","EURUSD.Low","EURUSD.Close","EURUSD.Volume","EURUSD.Adjusted"
2008-11-12,1.2557,1.2632,1.2468,1.2556,NA,NA
2008-11-13,1.2556,1.2592,1.2389,1.2452,NA,NA
2008-11-14,1.2452,1.2853,1.245,1.2605,NA,NA
2008-11-17,1.2588,1.2741,1.2514,1.2724,NA,NA
2008-11-18,1.2723,1.2737,1.2574,1.2674,NA,NA
2008-11-19,1.2674,1.2814,1.2553,1.259,NA,NA
2008-11-20,1.2591,1.2611,1.2473,1.2568,NA,NA
2008-11-21,1.2568,1.2638,1.2425,1.2588,NA,NA
2008-11-24,1.2594,1.2897,1.2566,1.2887,NA,NA
2008-11-25,1.2887,1.3081,1.2805,1.2985,NA,NA
2008-11-26,1.2985,1.3074,1.282,1.288,NA,NA
2008-11-27,1.288,1.2968,1.2862,1.2896,NA,NA
2008-11-28,1.2896,1.2957,1.2646,1.2691,NA,NA
2008-12-01,1.2714,1.2721,1.2583,1.2625,NA,NA
2008-12-02,1.2626,1.2766,1.2564,1.2718,NA,NA
2008-12-03,1.2718,1.2742,1.2603,1.2665,NA,NA
2008-12-04,1.2666,1.2849,1.255,1.2791,NA,NA
2008-12-05,1.2791,1.2827,1.2628,1.2718,NA,NA
2008-12-08,1.2729,1.2955,1.2715,1.2917,NA,NA
2008-12-09,1.2917,1.3001,1.28,1.2973,NA,NA
2008-12-10,1.2973,1.3051,1.2889,1.301,NA,NA
2008-12-11,1.301,1.3405,1.2989,1.3384,NA,NA
2008-12-12,1.3383,1.3415,1.3251,1.3369,NA,NA
2008-12-15,1.3368,1.3703,1.3366,1.3658,NA,NA
2008-12-16,1.3658,1.3842,1.363,1.3803,NA,NA
2008-12-17,1.3803,1.4437,1.3773,1.4356,NA,NA
2008-12-18,1.4356,1.4719,1.4186,1.4284,NA,NA
2008-12-19,1.4285,1.4323,1.3826,1.3912,NA,NA
2008-12-22,1.3934,1.4125,1.3903,1.394,NA,NA
2008-12-23,1.394,1.4021,1.3908,1.3958,NA,NA
2008-12-24,1.3958,1.4019,1.3915,1.3968,NA,NA
2008-12-25,1.3968,1.4132,1.3961,1.4042,NA,NA
2008-12-26,1.4042,1.4119,1.3938,1.4028,NA,NA
2008-12-29,1.4066,1.4364,1.4063,1.4172,NA,NA
2008-12-30,1.4171,1.4221,1.3916,1.4114,NA,NA
2008-12-31,1.4114,1.4148,1.3852,1.3951,NA,NA
2009-01-01,1.3951,1.4204,1.3944,1.3972,NA,NA
2009-01-02,1.3972,1.4058,1.3841,1.3921,NA,NA
2009-01-05,1.3907,1.3963,1.3547,1.3582,NA,NA
2009-01-06,1.3582,1.3659,1.3314,1.3496,NA,NA
2009-01-07,1.3497,1.3747,1.3432,1.3665,NA,NA
2009-01-08,1.3666,1.3799,1.3535,1.3702,NA,NA
2009-01-09,1.3702,1.3751,1.3415,1.3476,NA,NA
2009-01-12,1.3477,1.3477,1.3289,1.3412,NA,NA
2009-01-13,1.3412,1.3418,1.3168,1.3202,NA,NA
2009-01-14,1.3202,1.3336,1.3093,1.3173,NA,NA
2009-01-15,1.3173,1.3241,1.3026,1.3061,NA,NA
2009-01-16,1.3061,1.3344,1.3055,1.3267,NA,NA
2009-01-19,1.3338,1.3387,1.3118,1.3143,NA,NA
2009-01-20,1.3143,1.3164,1.2893,1.2935,NA,NA
2009-01-21,1.2935,1.3018,1.2825,1.2867,NA,NA
2009-01-22,1.2867,1.3086,1.2857,1.2969,NA,NA
2009-01-23,1.2969,1.3035,1.2765,1.2975,NA,NA
2009-01-26,1.2961,1.3208,1.2862,1.3146,NA,NA
2009-01-27,1.3146,1.333,1.3095,1.3178,NA,NA
2009-01-28,1.3178,1.3327,1.3138,1.327,NA,NA
2009-01-29,1.327,1.3284,1.2933,1.2966,NA,NA
2009-01-30,1.2966,1.2988,1.2764,1.2813,NA,NA
2009-02-02,1.2771,1.2899,1.2706,1.2866,NA,NA
2009-02-03,1.2866,1.3036,1.2801,1.2939,NA,NA
2009-02-04,1.2939,1.307,1.2813,1.2852,NA,NA
2009-02-05,1.2852,1.2905,1.2761,1.2871,NA,NA
2009-02-06,1.2871,1.2992,1.2747,1.294,NA,NA
2009-02-09,1.2963,1.3093,1.2874,1.3057,NA,NA
2009-02-10,1.3057,1.3075,1.281,1.296,NA,NA
2009-02-11,1.296,1.2998,1.2836,1.2857,NA,NA
2009-02-12,1.2857,1.2944,1.2722,1.2823,NA,NA
2009-02-13,1.2823,1.2943,1.2767,1.2862,NA,NA
2009-02-16,1.278,1.2825,1.2727,1.2772,NA,NA
2009-02-17,1.2772,1.2809,1.2563,1.2587,NA,NA
2009-02-18,1.2587,1.2641,1.2513,1.2565,NA,NA
2009-02-19,1.2565,1.276,1.2527,1.2679,NA,NA
2009-02-20,1.2679,1.2884,1.2558,1.2826,NA,NA
2009-02-23,1.2844,1.2992,1.2713,1.274,NA,NA
2009-02-24,1.274,1.2829,1.2663,1.2778,NA,NA
2009-02-25,1.2778,1.2899,1.2691,1.2747,NA,NA
2009-02-26,1.2747,1.2811,1.2682,1.2753,NA,NA
2009-02-27,1.2753,1.2783,1.2604,1.2669,NA,NA
2009-03-02,1.264,1.2646,1.2546,1.2581,NA,NA
2009-03-03,1.2581,1.2678,1.2522,1.257,NA,NA
2009-03-04,1.257,1.2639,1.2457,1.2613,NA,NA
2009-03-05,1.2613,1.2664,1.2481,1.2544,NA,NA
2009-03-06,1.2544,1.2754,1.2527,1.2653,NA,NA
2009-03-09,1.265,1.2727,1.2556,1.264,NA,NA
2009-03-10,1.264,1.2822,1.2579,1.269,NA,NA
2009-03-11,1.269,1.2816,1.2611,1.2784,NA,NA
2009-03-12,1.2784,1.2871,1.2732,1.2839,NA,NA
2009-03-13,1.2839,1.2958,1.2812,1.2928,NA,NA
2009-03-16,1.289,1.3072,1.2834,1.2998,NA,NA
2009-03-17,1.2998,1.3033,1.2932,1.2986,NA,NA
2009-03-18,1.2986,1.3157,1.2983,1.312,NA,NA
2009-03-19,1.312,1.3738,1.3104,1.3637,NA,NA
2009-03-20,1.3637,1.3727,1.3518,1.3582,NA,NA
2009-03-23,1.3581,1.3736,1.3486,1.3615,NA,NA
2009-03-24,1.3614,1.3678,1.3477,1.3495,NA,NA
2009-03-25,1.3495,1.3651,1.3419,1.3568,NA,NA
2009-03-26,1.3568,1.364,1.3522,1.3538,NA,NA
2009-03-27,1.3538,1.3591,1.3257,1.3287,NA,NA
2009-03-30,1.3293,1.3295,1.3114,1.3165,NA,NA
2009-03-31,1.3165,1.3342,1.3127,1.3229,NA,NA
2009-04-01,1.3229,1.3298,1.3167,1.3208,NA,NA
2009-04-02,1.3208,1.3517,1.3191,1.3484,NA,NA
2009-04-03,1.3484,1.3497,1.3365,1.3486,NA,NA
2009-04-06,1.3442,1.3582,1.3358,1.3389,NA,NA
2009-04-07,1.3389,1.3427,1.3227,1.327,NA,NA
2009-04-08,1.327,1.3308,1.3148,1.3297,NA,NA
2009-04-09,1.3297,1.3336,1.3127,1.3144,NA,NA
2009-04-10,1.3144,1.3189,1.309,1.3189,NA,NA
2009-04-13,1.3187,1.338,1.3127,1.336,NA,NA
2009-04-14,1.336,1.3392,1.3226,1.328,NA,NA
2009-04-15,1.328,1.3304,1.3147,1.3229,NA,NA
2009-04-16,1.3229,1.3268,1.3129,1.3196,NA,NA
2009-04-17,1.3196,1.3197,1.3018,1.3044,NA,NA
2009-04-20,1.305,1.3074,1.2889,1.2931,NA,NA
2009-04-21,1.2931,1.2994,1.2898,1.2965,NA,NA
2009-04-22,1.2965,1.3037,1.2886,1.2999,NA,NA
2009-04-23,1.2999,1.3087,1.298,1.3073,NA,NA
2009-04-24,1.3073,1.3301,1.3072,1.3242,NA,NA
2009-04-27,1.3229,1.3274,1.3089,1.3126,NA,NA
2009-04-28,1.3126,1.3128,1.2965,1.3111,NA,NA
2009-04-29,1.3111,1.3339,1.3099,1.3324,NA,NA
2009-04-30,1.3324,1.3386,1.3192,1.3209,NA,NA
2009-05-01,1.3209,1.3328,1.3208,1.3273,NA,NA
2009-05-04,1.3264,1.3425,1.3213,1.3374,NA,NA
2009-05-05,1.3374,1.3438,1.3324,1.3357,NA,NA
2009-05-06,1.3357,1.3375,1.3247,1.3304,NA,NA
2009-05-07,1.3304,1.347,1.3252,1.3396,NA,NA
2009-05-08,1.3396,1.3651,1.3343,1.3634,NA,NA
2009-05-11,1.3627,1.3668,1.3558,1.3599,NA,NA
2009-05-12,1.3599,1.3707,1.3564,1.3605,NA,NA
2009-05-13,1.3605,1.3722,1.3569,1.3609,NA,NA
2009-05-14,1.3609,1.363,1.3526,1.3618,NA,NA
2009-05-15,1.3618,1.3665,1.3462,1.3495,NA,NA
2009-05-18,1.348,1.3545,1.3424,1.3545,NA,NA
2009-05-19,1.3545,1.3657,1.3518,1.3603,NA,NA
2009-05-20,1.3603,1.3795,1.3584,1.376,NA,NA
2009-05-21,1.376,1.3904,1.3728,1.3894,NA,NA
2009-05-22,1.3894,1.4051,1.3866,1.3998,NA,NA
2009-05-25,1.3993,1.4048,1.3959,1.4011,NA,NA
2009-05-26,1.4011,1.4023,1.386,1.3982,NA,NA
2009-05-27,1.3982,1.4005,1.3871,1.3922,NA,NA
2009-05-28,1.3922,1.3983,1.3793,1.3918,NA,NA
2009-05-29,1.3918,1.4169,1.3906,1.4158,NA,NA
2009-06-01,1.4119,1.4246,1.41,1.4185,NA,NA
2009-06-02,1.4185,1.4314,1.4102,1.4291,NA,NA
2009-06-03,1.4291,1.4338,1.4127,1.4127,NA,NA
2009-06-04,1.4127,1.4241,1.4071,1.4169,NA,NA
2009-06-05,1.4169,1.4267,1.3973,1.3968,NA,NA
2009-06-08,1.4018,1.402,1.3806,1.39,NA,NA
2009-06-09,1.39,1.4051,1.3853,1.4028,NA,NA
2009-06-10,1.4028,1.4144,1.3953,1.3991,NA,NA
2009-06-11,1.3991,1.4112,1.3916,1.4094,NA,NA
2009-06-12,1.4095,1.4178,1.3936,1.4016,NA,NA
2009-06-15,1.4023,1.4041,1.3758,1.3785,NA,NA
2009-06-16,1.3785,1.3933,1.3749,1.3843,NA,NA
2009-06-17,1.3843,1.3927,1.3807,1.3869,NA,NA
2009-06-18,1.3869,1.4001,1.386,1.3971,NA,NA
2009-06-19,1.3971,1.4012,1.3872,1.3937,NA,NA
2009-06-22,1.3963,1.3992,1.3827,1.3874,NA,NA
2009-06-23,1.3874,1.4108,1.3829,1.4092,NA,NA
2009-06-24,1.4092,1.4138,1.395,1.3986,NA,NA
2009-06-25,1.3986,1.4002,1.3889,1.3942,NA,NA
2009-06-26,1.3942,1.4109,1.3934,1.4056,NA,NA
2009-06-29,1.4091,1.4118,1.3983,1.4073,NA,NA
2009-06-30,1.4072,1.4152,1.4001,1.405,NA,NA
2009-07-01,1.405,1.4201,1.4002,1.4161,NA,NA
2009-07-02,1.4161,1.4179,1.3989,1.4012,NA,NA
2009-07-03,1.4012,1.4029,1.3929,1.398,NA,NA
2009-07-06,1.397,1.3999,1.3877,1.3931,NA,NA
2009-07-07,1.3931,1.4051,1.3904,1.3945,NA,NA
2009-07-08,1.3945,1.3959,1.3833,1.385,NA,NA
2009-07-09,1.385,1.4072,1.3833,1.405,NA,NA
2009-07-10,1.405,1.4061,1.3879,1.3936,NA,NA
2009-07-13,1.3947,1.3992,1.3898,1.3965,NA,NA
2009-07-14,1.3965,1.4015,1.3941,1.3956,NA,NA
2009-07-15,1.3956,1.4118,1.3912,1.4094,NA,NA
2009-07-16,1.4094,1.4165,1.4056,1.4117,NA,NA
2009-07-17,1.4117,1.4162,1.4064,1.4102,NA,NA
2009-07-20,1.4105,1.4249,1.4095,1.423,NA,NA
2009-07-21,1.423,1.4277,1.4177,1.418,NA,NA
2009-07-22,1.418,1.4247,1.4156,1.4235,NA,NA
2009-07-23,1.4235,1.4291,1.4188,1.4246,NA,NA
2009-07-24,1.4246,1.4254,1.412,1.4202,NA,NA
2009-07-27,1.4212,1.4298,1.4172,1.4224,NA,NA
2009-07-28,1.4224,1.4304,1.4131,1.4164,NA,NA
2009-07-29,1.4164,1.4195,1.4016,1.4033,NA,NA
2009-07-30,1.4033,1.4095,1.4008,1.4071,NA,NA
2009-07-31,1.4071,1.4279,1.4059,1.4257,NA,NA
2009-08-03,1.4273,1.4445,1.4207,1.4404,NA,NA
2009-08-04,1.4404,1.4438,1.4368,1.443,NA,NA
2009-08-05,1.443,1.4437,1.4356,1.4417,NA,NA
2009-08-06,1.4417,1.4447,1.4339,1.4342,NA,NA
2009-08-07,1.4342,1.4414,1.4155,1.4183,NA,NA
2009-08-10,1.4193,1.4219,1.413,1.414,NA,NA
2009-08-11,1.414,1.4185,1.4105,1.4159,NA,NA
2009-08-12,1.4159,1.4247,1.4087,1.422,NA,NA
2009-08-13,1.422,1.4327,1.4123,1.4277,NA,NA
2009-08-14,1.4277,1.4309,1.4161,1.4203,NA,NA
2009-08-17,1.419,1.4195,1.4046,1.4082,NA,NA
2009-08-18,1.4082,1.4154,1.4067,1.4123,NA,NA
2009-08-19,1.4123,1.4267,1.4085,1.4254,NA,NA
2009-08-20,1.4254,1.4266,1.4201,1.4236,NA,NA
2009-08-21,1.4236,1.4376,1.4209,1.4326,NA,NA
2009-08-24,1.4329,1.4359,1.4281,1.4327,NA,NA
2009-08-25,1.4327,1.4361,1.4253,1.4321,NA,NA
2009-08-26,1.4321,1.4348,1.4207,1.4239,NA,NA
2009-08-27,1.4239,1.4283,1.422,1.4267,NA,NA
2009-08-28,1.4267,1.4406,1.4257,1.4303,NA,NA
2009-08-31,1.4298,1.4367,1.4257,1.4342,NA,NA
2009-09-01,1.4342,1.4378,1.4214,1.4232,NA,NA
2009-09-02,1.4232,1.4294,1.4178,1.4289,NA,NA
2009-09-03,1.4289,1.4348,1.4245,1.426,NA,NA
2009-09-04,1.4259,1.4327,1.4192,1.4297,NA,NA
2009-09-07,1.4309,1.4362,1.4287,1.4336,NA,NA
2009-09-08,1.4336,1.4535,1.4329,1.4519,NA,NA
2009-09-09,1.4519,1.4601,1.4467,1.4573,NA,NA
2009-09-10,1.4573,1.4607,1.4503,1.4592,NA,NA
2009-09-11,1.4592,1.4634,1.4554,1.4571,NA,NA
2009-09-14,1.4581,1.4653,1.4516,1.4623,NA,NA
2009-09-15,1.4623,1.4647,1.4561,1.4636,NA,NA
2009-09-16,1.4636,1.4733,1.4631,1.4701,NA,NA
2009-09-17,1.4701,1.4767,1.4689,1.4715,NA,NA
2009-09-18,1.4715,1.4754,1.4648,1.4712,NA,NA
2009-09-21,1.4707,1.4714,1.4611,1.4677,NA,NA
2009-09-22,1.4677,1.4821,1.4669,1.4781,NA,NA
2009-09-23,1.4781,1.4842,1.4733,1.4775,NA,NA
2009-09-24,1.4775,1.4844,1.4676,1.4683,NA,NA
2009-09-25,1.4683,1.4725,1.4615,1.4689,NA,NA
2009-09-28,1.4691,1.472,1.4565,1.4617,NA,NA
2009-09-29,1.4616,1.4646,1.4527,1.458,NA,NA
2009-09-30,1.458,1.4674,1.4567,1.4643,NA,NA
2009-10-01,1.4643,1.4668,1.4517,1.4548,NA,NA
2009-10-02,1.4548,1.4648,1.4481,1.4576,NA,NA
2009-10-05,1.4585,1.4656,1.4581,1.4648,NA,NA
2009-10-06,1.4648,1.4762,1.4645,1.4722,NA,NA
2009-10-07,1.4722,1.4737,1.4658,1.4674,NA,NA
2009-10-08,1.4674,1.4818,1.4651,1.4807,NA,NA
2009-10-09,1.4807,1.4815,1.4674,1.4732,NA,NA
2009-10-12,1.472,1.4813,1.4677,1.4789,NA,NA
2009-10-13,1.4789,1.4876,1.4762,1.4838,NA,NA
2009-10-14,1.4838,1.492,1.4804,1.4896,NA,NA
2009-10-15,1.4896,1.4968,1.4843,1.4919,NA,NA
2009-10-16,1.4919,1.4967,1.4849,1.4905,NA,NA
2009-10-19,1.4902,1.4964,1.4829,1.4947,NA,NA
2009-10-20,1.4947,1.4994,1.4883,1.4907,NA,NA
2009-10-21,1.4907,1.5023,1.4889,1.5013,NA,NA
2009-10-22,1.5013,1.5046,1.4944,1.5006,NA,NA
2009-10-23,1.5006,1.506,1.4986,1.5008,NA,NA
2009-10-26,1.4983,1.5063,1.4857,1.4864,NA,NA
2009-10-27,1.4864,1.4927,1.477,1.4788,NA,NA
2009-10-28,1.4788,1.4841,1.4712,1.4726,NA,NA
2009-10-29,1.4726,1.485,1.4684,1.4833,NA,NA
2009-10-30,1.4833,1.4859,1.4703,1.4719,NA,NA
2009-11-02,1.4723,1.4845,1.4685,1.4762,NA,NA
2009-11-03,1.4762,1.4811,1.4626,1.4686,NA,NA
2009-11-04,1.4686,1.4846,1.4679,1.4841,NA,NA
2009-11-05,1.4841,1.4917,1.4811,1.4861,NA,NA
2009-11-06,1.4861,1.4914,1.4814,1.4847,NA,NA
2009-11-09,1.4886,1.502,1.4853,1.5006,NA,NA
2009-11-10,1.5006,1.502,1.4939,1.4964,NA,NA
2009-11-11,1.4964,1.5049,1.4952,1.4964,NA,NA
2009-11-12,1.4964,1.5016,1.4853,1.487,NA,NA
2009-11-13,1.487,1.4938,1.4822,1.4903,NA,NA
2009-11-16,1.4924,1.4994,1.4881,1.4957,NA,NA
2009-11-17,1.4957,1.5016,1.4808,1.4846,NA,NA
2009-11-18,1.4846,1.4991,1.4836,1.4954,NA,NA
2009-11-19,1.4954,1.4968,1.4843,1.4908,NA,NA
2009-11-20,1.4908,1.4935,1.4802,1.4862,NA,NA
2009-11-23,1.4867,1.4999,1.4833,1.4979,NA,NA
2009-11-24,1.4979,1.4989,1.4889,1.4949,NA,NA
2009-11-25,1.4949,1.5096,1.4948,1.508,NA,NA
2009-11-26,1.508,1.5144,1.496,1.5011,NA,NA
2009-11-27,1.5011,1.5022,1.4828,1.4988,NA,NA
2009-11-30,1.5014,1.5084,1.4964,1.4976,NA,NA
2009-12-01,1.4976,1.5117,1.4971,1.5094,NA,NA
2009-12-02,1.5094,1.5116,1.5032,1.5043,NA,NA
2009-12-03,1.5043,1.5141,1.5034,1.5084,NA,NA
2009-12-04,1.5084,1.5097,1.4822,1.4858,NA,NA
2009-12-07,1.487,1.4905,1.4756,1.4848,NA,NA
2009-12-08,1.4848,1.489,1.4712,1.4721,NA,NA
2009-12-09,1.4721,1.4782,1.4668,1.4695,NA,NA
2009-12-10,1.4695,1.476,1.4674,1.4709,NA,NA
2009-12-11,1.4709,1.4776,1.4586,1.4615,NA,NA
2009-12-14,1.4632,1.4685,1.4599,1.4658,NA,NA
2009-12-15,1.4658,1.4663,1.4504,1.452,NA,NA
2009-12-16,1.452,1.4591,1.4509,1.4538,NA,NA
2009-12-17,1.4538,1.4575,1.4305,1.4334,NA,NA
2009-12-18,1.4334,1.4412,1.4262,1.4338,NA,NA
2009-12-21,1.4326,1.4373,1.4281,1.4312,NA,NA
2009-12-22,1.4312,1.4332,1.4218,1.4275,NA,NA
2009-12-23,1.4275,1.4366,1.4234,1.4351,NA,NA
2009-12-24,1.4351,1.4418,1.4324,1.4355,NA,NA
2009-12-25,1.4355,1.4438,1.4351,1.4411,NA,NA
2009-12-28,1.4391,1.4414,1.4354,1.4384,NA,NA
2009-12-29,1.4384,1.4458,1.4332,1.4346,NA,NA
2009-12-30,1.4346,1.4366,1.4273,1.4338,NA,NA
2009-12-31,1.4338,1.4441,1.4306,1.4331,NA,NA
2010-01-01,1.4331,1.4355,1.4313,1.4324,NA,NA
2010-01-04,1.4312,1.4456,1.4258,1.4415,NA,NA
2010-01-05,1.4414,1.4484,1.4384,1.4392,NA,NA
2010-01-06,1.4392,1.4417,1.4284,1.4404,NA,NA
2010-01-07,1.4404,1.4447,1.4299,1.4324,NA,NA
2010-01-08,1.4324,1.4439,1.4264,1.4409,NA,NA
2010-01-11,1.4427,1.4557,1.4409,1.4509,NA,NA
2010-01-12,1.4509,1.4546,1.4454,1.4507,NA,NA
2010-01-13,1.4507,1.4579,1.4457,1.4504,NA,NA
2010-01-14,1.4504,1.4556,1.4447,1.4493,NA,NA
2010-01-15,1.4493,1.4521,1.4337,1.4387,NA,NA
2010-01-18,1.4358,1.4399,1.4335,1.4396,NA,NA
2010-01-19,1.4396,1.4414,1.4252,1.4294,NA,NA
2010-01-20,1.4294,1.4306,1.4081,1.4116,NA,NA
2010-01-21,1.4116,1.4143,1.4029,1.4101,NA,NA
2010-01-22,1.4101,1.4182,1.4066,1.4139,NA,NA
2010-01-25,1.4144,1.4194,1.4129,1.415,NA,NA
2010-01-26,1.415,1.4179,1.4043,1.4102,NA,NA
2010-01-27,1.4102,1.4103,1.4022,1.4041,NA,NA
2010-01-28,1.4041,1.4053,1.3938,1.3972,NA,NA
2010-01-29,1.3973,1.3987,1.3862,1.3863,NA,NA
2010-02-01,1.3864,1.3935,1.3853,1.3915,NA,NA
2010-02-02,1.3914,1.3971,1.3887,1.3958,NA,NA
2010-02-03,1.3958,1.4026,1.3901,1.3911,NA,NA
2010-02-04,1.3911,1.3921,1.3728,1.3757,NA,NA
2010-02-05,1.3758,1.3767,1.3586,1.3678,NA,NA
2010-02-08,1.3716,1.3718,1.3622,1.3695,NA,NA
2010-02-09,1.3695,1.3839,1.3643,1.3786,NA,NA
2010-02-10,1.3786,1.3813,1.3677,1.374,NA,NA
2010-02-11,1.374,1.3801,1.3596,1.3678,NA,NA
2010-02-12,1.3678,1.3696,1.3532,1.3632,NA,NA
2010-02-15,1.3615,1.3633,1.3579,1.3607,NA,NA
2010-02-16,1.3607,1.3776,1.3589,1.3755,NA,NA
2010-02-17,1.3755,1.3788,1.3598,1.3616,NA,NA
2010-02-18,1.3616,1.3655,1.354,1.3594,NA,NA
2010-02-19,1.3594,1.3623,1.3444,1.3613,NA,NA
2010-02-22,1.364,1.3654,1.3574,1.3593,NA,NA
2010-02-23,1.3593,1.3692,1.3501,1.3521,NA,NA
2010-02-24,1.352,1.3627,1.3497,1.3547,NA,NA
2010-02-25,1.3547,1.3555,1.3451,1.3524,NA,NA
2010-02-26,1.3524,1.3683,1.3516,1.3631,NA,NA
2010-03-01,1.3646,1.3665,1.346,1.3537,NA,NA
2010-03-02,1.3537,1.3599,1.3436,1.3593,NA,NA
2010-03-03,1.3593,1.3736,1.359,1.3715,NA,NA
2010-03-04,1.3715,1.3727,1.3552,1.3584,NA,NA
2010-03-05,1.3584,1.363,1.3531,1.3626,NA,NA
2010-03-08,1.3619,1.3705,1.3606,1.3639,NA,NA
2010-03-09,1.3639,1.3642,1.3537,1.3604,NA,NA
2010-03-10,1.3604,1.368,1.3545,1.3649,NA,NA
2010-03-11,1.3649,1.3687,1.3621,1.367,NA,NA
2010-03-12,1.367,1.3796,1.3663,1.3769,NA,NA
2010-03-15,1.3768,1.3785,1.364,1.3671,NA,NA
2010-03-16,1.3671,1.3771,1.3657,1.3728,NA,NA
2010-03-17,1.3728,1.3818,1.3717,1.3776,NA,NA
2010-03-18,1.3776,1.3776,1.3587,1.3633,NA,NA
2010-03-19,1.3633,1.3633,1.3503,1.353,NA,NA
2010-03-22,1.3532,1.3568,1.3464,1.3559,NA,NA
2010-03-23,1.3559,1.3569,1.3476,1.3496,NA,NA
2010-03-24,1.3496,1.3516,1.3324,1.3345,NA,NA
2010-03-25,1.3345,1.3387,1.3279,1.3305,NA,NA
2010-03-26,1.3305,1.3425,1.3268,1.341,NA,NA
2010-03-29,1.342,1.3527,1.3419,1.344,NA,NA
2010-03-30,1.344,1.3537,1.3396,1.3422,NA,NA
2010-03-31,1.3421,1.3549,1.3385,1.3533,NA,NA
2010-04-01,1.3533,1.3588,1.346,1.3564,NA,NA
2010-04-02,1.3564,1.3591,1.3475,1.3504,NA,NA
2010-04-05,1.349,1.3538,1.3461,1.3509,NA,NA
2010-04-06,1.3509,1.3513,1.3355,1.3376,NA,NA
2010-04-07,1.3376,1.341,1.3326,1.3357,NA,NA
2010-04-08,1.3357,1.3378,1.3283,1.335,NA,NA
2010-04-09,1.335,1.35,1.3341,1.35,NA,NA
2010-04-12,1.3504,1.3692,1.3492,1.3576,NA,NA
2010-04-13,1.3576,1.3628,1.3547,1.3583,NA,NA
2010-04-14,1.3583,1.3679,1.3576,1.3663,NA,NA
2010-04-15,1.3663,1.3669,1.3522,1.3569,NA,NA
2010-04-16,1.3569,1.3585,1.3473,1.3503,NA,NA
2010-04-19,1.3501,1.3502,1.3416,1.347,NA,NA
2010-04-20,1.347,1.3523,1.3434,1.3434,NA,NA
2010-04-21,1.3434,1.345,1.3359,1.3406,NA,NA
2010-04-22,1.3406,1.3422,1.3261,1.3306,NA,NA
2010-04-23,1.3306,1.3399,1.3202,1.3384,NA,NA
2010-04-26,1.336,1.3397,1.3292,1.334,NA,NA
2010-04-27,1.334,1.3416,1.3212,1.3246,NA,NA
2010-04-28,1.3246,1.3266,1.3115,1.3161,NA,NA
2010-04-29,1.3161,1.3279,1.3149,1.3243,NA,NA
2010-04-30,1.3243,1.3343,1.3224,1.3294,NA,NA
2010-05-03,1.3303,1.3361,1.3155,1.3199,NA,NA
2010-05-04,1.3199,1.3215,1.3021,1.304,NA,NA
2010-05-05,1.304,1.304,1.2804,1.289,NA,NA
2010-05-06,1.289,1.2891,1.2654,1.2733,NA,NA
2010-05-07,1.2733,1.2798,1.2529,1.2755,NA,NA
2010-05-10,1.2877,1.3094,1.2808,1.281,NA,NA
2010-05-11,1.281,1.2818,1.2667,1.2743,NA,NA
2010-05-12,1.2742,1.2747,1.2606,1.2656,NA,NA
2010-05-13,1.2656,1.2684,1.254,1.258,NA,NA
2010-05-14,1.258,1.2597,1.2354,1.2358,NA,NA
2010-05-17,1.236,1.2414,1.2235,1.2321,NA,NA
2010-05-18,1.2321,1.2444,1.2315,1.2335,NA,NA
2010-05-19,1.2335,1.2365,1.2144,1.2341,NA,NA
2010-05-20,1.2341,1.2437,1.2297,1.2344,NA,NA
2010-05-21,1.2344,1.2672,1.234,1.257,NA,NA
2010-05-24,1.2544,1.2587,1.2346,1.2413,NA,NA
2010-05-25,1.2413,1.2416,1.2178,1.2287,NA,NA
2010-05-26,1.2287,1.2389,1.2192,1.2231,NA,NA
2010-05-27,1.2231,1.2385,1.2154,1.235,NA,NA
2010-05-28,1.235,1.2453,1.2266,1.2273,NA,NA
2010-05-31,1.2267,1.2335,1.2256,1.2295,NA,NA
2010-06-01,1.2295,1.2353,1.2111,1.2276,NA,NA
2010-06-02,1.2276,1.2314,1.2175,1.2257,NA,NA
2010-06-03,1.2257,1.2327,1.2153,1.2176,NA,NA
2010-06-04,1.2176,1.2216,1.1956,1.1967,NA,NA
2010-06-07,1.1968,1.1992,1.1877,1.1953,NA,NA
2010-06-08,1.1953,1.2009,1.1902,1.1972,NA,NA
2010-06-09,1.1972,1.2074,1.1922,1.2031,NA,NA
2010-06-10,1.2031,1.2134,1.1957,1.2083,NA,NA
2010-06-11,1.2083,1.2153,1.2045,1.2112,NA,NA
2010-06-14,1.2107,1.2299,1.2103,1.2252,NA,NA
2010-06-15,1.2252,1.2343,1.2168,1.2332,NA,NA
2010-06-16,1.2332,1.2353,1.2255,1.2314,NA,NA
2010-06-17,1.2314,1.2413,1.2242,1.2351,NA,NA
2010-06-18,1.2351,1.2417,1.235,1.2388,NA,NA
2010-06-21,1.2417,1.2487,1.2327,1.2346,NA,NA
2010-06-22,1.2346,1.2354,1.2252,1.2307,NA,NA
2010-06-23,1.2307,1.2315,1.2209,1.2257,NA,NA
2010-06-24,1.2257,1.2388,1.2249,1.2357,NA,NA
2010-06-25,1.2358,1.2395,1.2254,1.2369,NA,NA
2010-06-28,1.2368,1.2398,1.2277,1.2299,NA,NA
2010-06-29,1.2299,1.2299,1.2152,1.2209,NA,NA
2010-06-30,1.2209,1.2304,1.2167,1.2257,NA,NA
